section,variable,documented_unit,documented_meaning,documented_access,semantic,fsgap_classification,fsgap_field_or_gap,audit_note,source
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L D5","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L E1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L E3","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L E5","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L F1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L F4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L F5","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L G1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L G2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L H1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L H2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L H4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker L I4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R A1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R A2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R A3","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R A4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R A5","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R B1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R B2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R B4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R C1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R C2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R C3","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R C4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R D1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R D2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R D3","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R D4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R E1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R E2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R E3","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R E4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R F1","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R F2","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R F3","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R F4","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Circuit Breakers","L:A22X Circuit Breaker R F5","Bool","Pulls cockpit circuit breaker when set","WRITE_ACTION","CONTROL_POSITION","NOT_RELEVANT","","Documented as a write action (pulls when set); read semantics not documented. Section 30: no CB exposure initially.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X RAT Gen","Bool","Whether the RAM air turbine generator switch has been pushed/deployed","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (RAT deploy commanded)","Switch pushed / deployed (a command).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X RAT Gen Lamp","Bool","Whether the RAT generator switch's lamp is illuminated (lit once the RAT generator is producing usable voltage)","READ","ACTUAL_SYSTEM_STATE","MIGRATE_CANDIDATE","GAP G-E1 electrical minimal subset (RAT generator online)","Documented as lit once the RAT generator produces usable voltage.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X APU Gen Off","Bool","Whether the APU generator switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (APU generator selected)","Switch selected off. Not generator online.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X L Gen Off","Bool","Whether the left engine generator switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (engine generator selected)","Switch selected off. Not generator online.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X R Gen Off","Bool","Whether the right engine generator switch is selected off","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (engine generator selected)","Switch selected off. Not generator online.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X L Eng Fire","Bool","Whether the left engine fire pushbutton has been pressed (cuts power sources feeding the engine and arms extinguishing)","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","Engines[n].FireHandlePulled (fire pushbutton pressed)","Crew action on the fire panel; not detection, not the aural.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X R Eng Fire","Bool","Whether the right engine fire pushbutton has been pressed","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","Engines[n].FireHandlePulled (fire pushbutton pressed)","Crew action on the fire panel; not detection, not the aural.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X Hyd 1 SOV","Bool","Whether the hydraulic system 1 electric-motor-pump shutoff valve switch is selected on","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 (shutoff valve selected)","Switch selected on. Not the valve position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X Hyd 2 SOV","Bool","Whether the hydraulic system 2 electric-motor-pump shutoff valve switch is selected on","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-H1 (shutoff valve selected)","Switch selected on. Not the valve position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / Control Panel","L:A22X Bus Isolation Mode","Enum","The position of the bus isolation selector: 0 = Main, 1 = Auto, 2 = Ess","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (bus isolation selector Main/Auto/Ess)","Selector position, three states.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Electrical System / External Power","L:INI_GPU_AVAIL","Bool","Whether a ground power unit (GPU) is available to connect to the aircraft","READ","ACTUAL_SYSTEM_STATE","DIAGNOSTIC_ONLY","","Ground power availability (iniBuilds ground services).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Emergency Locator Transmitter (ELT)","L:A22X Emer Transmitter","Enum","The position of the ELT switch: 0 = Test, 1 = Arm (default), 2 = On","READ","CONTROL_POSITION","NOT_RELEVANT","","Cabin / emergency switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Emergency Locator Transmitter (ELT)","L:A22X Emer Transmitter Test","Bool","Whether the ELT is currently in its self-test state (switch held at Test)","READ","ACTUAL_SYSTEM_STATE","NOT_RELEVANT","","ELT self-test state.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Remote Data Concentrators","L:A22X RDC Powered","Bool","Whether the Remote Data Concentrators are powered (used to drive korry-light backlighting)","READ","ACTUAL_SYSTEM_STATE","DIAGNOSTIC_ONLY","","Lamp test active / annunciator power: useful to discount lamp readings during a test.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Remote Data Concentrators","L:A22X Lamp Test","Bool","Whether the annunciator lamp test is active","READ","ACTUAL_SYSTEM_STATE","DIAGNOSTIC_ONLY","","Lamp test active / annunciator power: useful to discount lamp readings during a test.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Remote Data Concentrators","L:A22X Annun Brightness","Number","The brightness level commanded for the annunciator/korry lights","READ","ACTUAL_SYSTEM_STATE","DIAGNOSTIC_ONLY","","Lamp test active / annunciator power: useful to discount lamp readings during a test.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Emer Transmitter","Enum","The position of the ELT switch as monitored by the overhead panel: 0 = Test, 1 = Arm, 2 = On","READ","CONTROL_POSITION","NOT_RELEVANT","","Cabin / emergency switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Evac","Bool","Whether the cabin evacuation command switch has been activated","READ","CONTROL_POSITION","NOT_RELEVANT","","Cabin / emergency switch.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Evac Lamp","Bool","Whether the evacuation command lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Gen Off","Bool","Whether the left generator switch is selected off, as monitored by the overhead panel","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (engine generator selected)","Switch selected off. Not generator online.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Gen Fail Lamp","Bool","Whether the left generator FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Gen Off Lamp","Bool","Whether the left generator OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Gen Off","Bool","Whether the right generator switch is selected off, as monitored by the overhead panel","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (engine generator selected)","Switch selected off. Not generator online.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Gen Fail Lamp","Bool","Whether the right generator FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Gen Off Lamp","Bool","Whether the right generator OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Gen Disc","Bool","Whether the left generator disconnect switch/guard has been activated","READ","CONTROL_POSITION","DEFER","GAP G-E1 (P2)","Guarded disconnect switch activated.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Gen Oil Lamp","Bool","Whether the left generator disconnect OIL lamp is illuminated","READ","FAULT_INDICATION","DEFER","GAP G-E1 (P2)","Generator disconnect / oil lamp.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Gen Disc Lamp","Bool","Whether the left generator DISC (disconnected) lamp is illuminated","READ","FAULT_INDICATION","DEFER","GAP G-E1 (P2)","Generator disconnect / oil lamp.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Gen Disc","Bool","Whether the right generator disconnect switch/guard has been activated","READ","CONTROL_POSITION","DEFER","GAP G-E1 (P2)","Guarded disconnect switch activated.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Gen Oil Lamp","Bool","Whether the right generator disconnect OIL lamp is illuminated","READ","FAULT_INDICATION","DEFER","GAP G-E1 (P2)","Generator disconnect / oil lamp.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Gen Disc Lamp","Bool","Whether the right generator DISC (disconnected) lamp is illuminated","READ","FAULT_INDICATION","DEFER","GAP G-E1 (P2)","Generator disconnect / oil lamp.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Gen Off","Bool","Whether the APU generator switch is selected off, as monitored by the overhead panel","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (APU generator selected)","Switch selected off. Not generator online.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Gen Fail Lamp","Bool","Whether the APU generator FAIL lamp is illuminated","READ","FAULT_INDICATION","MIGRATE_CANDIDATE","GAP G-E1 / G-P1 (fault flag per generator, bleed, pack)","FAIL lamp illuminated. A fault indication, not a FailureProvider API (section 41).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X APU Gen Off Lamp","Bool","Whether the APU generator OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Cabin Power Off","Bool","Whether the cabin power switch is selected off","READ","CONTROL_POSITION","DEFER","GAP G-E1 (P2)","Switch selected off.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Cabin Power Off Lamp","Bool","Whether the cabin power OFF lamp is illuminated","READ","UNKNOWN","AMBIGUOUS","","Annunciator lamp; the documentation does not state whether it follows the switch or the system. Never inferred from the name.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Bus Isolation Mode","Enum","The position of the bus isolation selector as monitored by the overhead panel: 0 = Main, 1 = Auto, 2 = Ess","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-E1 (bus isolation selector Main/Auto/Ess)","Selector position, three states.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X L Boost Pump","Enum","The position of the left fuel boost pump switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-F1 FuelPumpTelemetry.Mode (Off/Auto/On), P0","Switch position 0 Off / 1 Auto / 2 On. AUTO must not be flattened to IsOn.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X R Boost Pump","Enum","The position of the right fuel boost pump switch: 0 = Off, 1 = Auto, 2 = On","READ","CONTROL_POSITION","MIGRATE_CANDIDATE","GAP G-F1 FuelPumpTelemetry.Mode (Off/Auto/On), P0","Switch position 0 Off / 1 Auto / 2 On. AUTO must not be flattened to IsOn.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Manual Transfer","Enum","The position of the manual fuel transfer switch: 0 = Off, 1 = Right, 2 = Center, 3 = Left","READ","CONTROL_POSITION","DEFER","GAP G-F1 (P2)","Fuel transfer control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Integrated Cockpit Control Panel (ICCP) / Overhead Panel","L:A22X Gravity Transfer","Bool","Whether the gravity fuel transfer switch/guard has been activated","READ","CONTROL_POSITION","DEFER","GAP G-F1 (P2)","Fuel transfer control.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
